dsg_prompt_split,qg_model,t2i_model,item_id,question,answer
tifa160,tifa,vq-diffusion,tifa160_43,"Question: what is the man holding? Choices: tennis racket, baseball bat, golf club, hockey stick. Answer:",
tifa160,tifa,vq-diffusion,tifa160_43,"Question: is there a ball? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_43,"Question: is the man waiting for the ball? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_53,"Question: is this a kitten? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_53,"Question: what animal is in the picture? Choices: kitten, puppy, chick, duckling. Answer:",kitten
tifa160,tifa,vq-diffusion,tifa160_53,"Question: is there a windowpane? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_53,"Question: is there rain? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_53,"Question: what is tapping on the glass? Choices: rain, snow, hail, sleet. Answer:",rain
tifa160,tifa,vq-diffusion,tifa160_53,"Question: is the kitten watching the rain? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_53,"Question: is the kitten young? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_53,"Question: is the rain tapping on the glass? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_53,"Question: is the windowpane glass? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_53,"Question: what is the material of the windowpane? Choices: glass, wood, plastic, metal. Answer:",glass
tifa160,tifa,vq-diffusion,tifa160_70,"Question: are there skiers? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_70,"Question: who is travelling across a vast expanse of snow covered land towards a mountain? Choices: skiers, snowboarders, hikers, bikers. Answer:",
tifa160,tifa,vq-diffusion,tifa160_70,"Question: is there snow? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_70,"Question: what is covering the land? Choices: snow, grass, leaves, twigs. Answer:",
tifa160,tifa,vq-diffusion,tifa160_70,"Question: is this land? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_70,"Question: are the skiers travelling across a vast expanse of snow covered land towards a mountain? Choices: yes, no. Answer:",
tifa160,tifa,vq-diffusion,tifa160_70,"Question: is this a vast expanse of snow covered land? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_70,"Question: is the land covered with snow? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_70,"Question: are the skiers travelling towards a mountain? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_2,"Question: is this a bear? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_2,"Question: is this a forest? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_2,"Question: what type of place is this? Choices: forest, park, mountain, beach. Answer:",forest
tifa160,tifa,vq-diffusion,tifa160_2,"Question: are there trees? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_2,"Question: is the bear walking across the forest? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_2,"Question: what is the bear doing in the forest? Choices: walking across, running across, sitting, jumping. Answer:",
tifa160,tifa,vq-diffusion,tifa160_2,"Question: is the bear brown? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_2,"Question: what color is the bear? Choices: brown, black, white, yellow. Answer:",brown
tifa160,tifa,vq-diffusion,tifa160_2,"Question: is the forest surrounded by trees? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_2,"Question: is the forest surrounded by trees or water? Choices: trees, water, rocks, sand. Answer:",
tifa160,tifa,vq-diffusion,tifa160_81,"Question: is this a house? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_81,"Question: is there a bedroom? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_81,"Question: is there a relaxing room? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_69,"Question: is this a woman? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_69,"Question: is there a video game? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_69,"Question: what type of game is this? Choices: video game, board game, card game, dice game. Answer:",video game
tifa160,tifa,vq-diffusion,tifa160_69,"Question: is there a couch? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_69,"Question: what type of furniture is this? Choices: couch, chair, table, bed. Answer:",couch
tifa160,tifa,vq-diffusion,tifa160_69,"Question: is the woman playing a video game? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_69,"Question: is the woman young? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_103,"Question: is this a woman? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_103,"Question: are there eyes? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_103,"Question: are there piercings all over her face? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_103,"Question: what is all over her face? Choices: piercings, tattoos, scars, freckles. Answer:",makeup
tifa160,tifa,vq-diffusion,tifa160_103,"Question: are the eyes green? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_103,"Question: what color are the eyes? Choices: green, blue, brown, black. Answer:",green
tifa160,tifa,vq-diffusion,tifa160_103,"Question: is the woman young? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_103,"Question: is the woman young or old? Choices: young, old, middle-aged, infant. Answer:",young
tifa160,tifa,vq-diffusion,tifa160_103,"Question: are there piercings all over her face or just on her ears? Choices: all over her face, just on her ears, just on her nose, just on her mouth. Answer:",
tifa160,tifa,vq-diffusion,tifa160_0,"Question: is this a Christmas tree? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_0,"Question: are there lights on the tree? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_0,"Question: is there a teddy bear? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_0,"Question: what type of toy is this? Choices: teddy bear, doll, car, ball. Answer:",teddy bear
tifa160,tifa,vq-diffusion,tifa160_93,"Question: is there a car? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_93,"Question: is there a truck? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_93,"Question: is there a red light? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_93,"Question: what type of light is this? Choices: red light, green light, yellow light, blue light. Answer:",red light
tifa160,tifa,vq-diffusion,tifa160_93,"Question: are the car and truck sitting? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_55,"Question: is this a toilet? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_55,"Question: what type of appliance is this? Choices: toilet, sink, bathtub, shower. Answer:",sink
tifa160,tifa,vq-diffusion,tifa160_55,"Question: are there seashells on the toilet? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_55,"Question: what is on the toilet? Choices: seashells, rocks, leaves, flowers. Answer:",
tifa160,tifa,vq-diffusion,tifa160_55,"Question: are the seashells sitting on the toilet? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_55,"Question: is the toilet white? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_55,"Question: what color is the toilet? Choices: white, black, red, blue. Answer:",white
tifa160,tifa,vq-diffusion,tifa160_55,"Question: is the toilet small? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_42,"Question: is this a boy? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_42,"Question: is there a soccer ball? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_42,"Question: what type of ball is in the picture? Choices: soccer ball, basketball, baseball, football. Answer:",
tifa160,tifa,vq-diffusion,tifa160_42,"Question: are there youth soccer players? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_42,"Question: who is surrounding the boy? Choices: youth soccer players, youth basketball players, youth baseball players, youth football players. Answer:",
tifa160,tifa,vq-diffusion,tifa160_42,"Question: is the boy gripping a soccer ball? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_42,"Question: is the boy little? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_42,"Question: is the boy surrounded by youth soccer players? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_42,"Question: is the boy surrounded by youth soccer players or youth basketball players? Choices: youth soccer players, youth basketball players, youth baseball players, youth football players. Answer:",
tifa160,tifa,vq-diffusion,tifa160_91,"Question: is there a chair in the corner? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_91,"Question: is this a boat? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_91,"Question: what type of vehicle is this? Choices: boat, car, motorcycle, bus. Answer:",boat
tifa160,tifa,vq-diffusion,tifa160_91,"Question: is the chair in the corner? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_91,"Question: is the chair on the boat? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_56,"Question: is this a teddy bear store? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_56,"Question: what type of place is this? Choices: teddy bear store, toy store, grocery store, clothing store. Answer:",
tifa160,tifa,vq-diffusion,tifa160_56,"Question: are there signs? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_56,"Question: are there bears? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_56,"Question: is the teddy bear store decorated? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_56,"Question: is the teddy bear store decorated with signs and bears? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_56,"Question: is the teddy bear store decorated with signs and bears or with flowers and balloons? Choices: signs and bears, flowers and balloons, posters and banners, billboards and posters. Answer:",
tifa160,tifa,vq-diffusion,tifa160_74,"Question: is there a desk? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_74,"Question: is there a laptop? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_74,"Question: what type of computer is this? Choices: laptop, desktop, tablet, smartphone. Answer:",laptop
tifa160,tifa,vq-diffusion,tifa160_74,"Question: is the cat lying on the desk? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_74,"Question: is the cat lying on the top of the desk? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_4,"Question: is this a skateboarder? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_4,"Question: is there a ramp? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_4,"Question: is the skateboarder trying to pull off a trick? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_4,"Question: what is the skateboarder doing? Choices: trying to pull off a trick, trying to jump over the ramp, trying to land on the ramp, trying to fall off the ramp. Answer:",
tifa160,tifa,vq-diffusion,tifa160_4,"Question: is the skateboarder male? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_4,"Question: is the skateboarder male or female? Choices: male, female, boy, girl. Answer:",male
tifa160,tifa,vq-diffusion,tifa160_158,"Question: are there dogs on the street? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_158,"Question: what animals are on the street? Choices: dogs, cats, birds, fish. Answer:",dogs
tifa160,tifa,vq-diffusion,tifa160_158,"Question: is this a street? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_158,"Question: are there two dogs? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_158,"Question: how many dogs are on the street? Choices: 1, 2, 3, 4. Answer:",3
tifa160,tifa,vq-diffusion,tifa160_126,"Question: is this a cube? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_126,"Question: what shape is this? Choices: cube, sphere, cylinder, pyramid. Answer:",square
tifa160,tifa,vq-diffusion,tifa160_126,"Question: is this made of denim? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_126,"Question: what is the material of this? Choices: denim, cotton, wool, silk. Answer:",denim
tifa160,tifa,vq-diffusion,tifa160_126,"Question: does this have the texture of denim? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_117,"Question: are there books? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_117,"Question: is there a book? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_117,"Question: are the books sitting? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_117,"Question: is the book green? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_117,"Question: is the book red? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_117,"Question: are there 3 books? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_117,"Question: how many books are there? Choices: 1, 2, 3, 4. Answer:",3
tifa160,tifa,vq-diffusion,tifa160_117,"Question: is this a stack of books? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_117,"Question: is the green book on the top? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_117,"Question: is the red book in the middle? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_117,"Question: is the blue book on the bottom? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_117,"Question: is the blue book on the top or the bottom? Choices: top, bottom, middle, side. Answer:",
tifa160,tifa,vq-diffusion,tifa160_25,"Question: is this a vehicle? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_25,"Question: are there wheels? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_25,"Question: is there a frame? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_25,"Question: are there pedals? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_25,"Question: what is the vehicle propelled by? Choices: pedals, wheels, handlebars, frame. Answer:",
tifa160,tifa,vq-diffusion,tifa160_25,"Question: are there handlebars? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_25,"Question: are the wheels held in a frame? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_25,"Question: is the vehicle propelled by pedals? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_25,"Question: is the vehicle steered with handlebars? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_25,"Question: are there two wheels? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_25,"Question: how many wheels are there? Choices: 1, 2, 3, 4. Answer:",2
tifa160,tifa,vq-diffusion,tifa160_25,"Question: is one wheel behind the other? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_25,"Question: are the handlebars attached to the front wheel? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_25,"Question: are the handlebars attached to the front or the back wheel? Choices: front, back, left, right. Answer:",
tifa160,tifa,vq-diffusion,tifa160_123,"Question: is there an umbrella? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_123,"Question: what type of object is this? Choices: umbrella, hat, stick, bag. Answer:",umbrella
tifa160,tifa,vq-diffusion,tifa160_123,"Question: is there a spoon? Choices: yes, no. Answer:",no
tifa160,tifa,vq-diffusion,tifa160_123,"Question: is the umbrella on top of the spoon? Choices: yes, no. Answer:",yes
tifa160,tifa,vq-diffusion,tifa160_123,"Question: is the umbrella on top of or next to the spoon? Choices: on top of, next to, behind, in front of. Answer:",
tifa160,tifa,vq-diffusion,tifa160_133,"Question: is this a zebra? Choices: yes, no. Answer:",yes
